work_order_id,turnaround_id,unit,discipline,job_type,work_category,on_critical_path,contractor,planned_start,planned_finish,actual_start,actual_finish,planned_hours,actual_hours,crew_size,planned_cost,actual_cost,material_cost_planned,material_cost_actual,material_ready_on_time,rework_flag,safety_standdown_hours,primary_delay_reason
WO-00322,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Repair,Discovery,N,Northgate Industrial,2022-09-29,2022-10-04,2022-09-30,2022-10-09,40.9,71.6,5,4071.0,6510.0,1354.0,1754.0,N,N,0.0,Scope Growth / Discovery
WO-00323,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Repair,Planned,N,Sterling TAR Contractors,2022-10-15,2022-10-20,2022-10-16,2022-10-23,81.0,107.3,5,12626.0,16434.0,1286.0,1412.0,N,N,0.0,Material Delay
WO-00324,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Inspection,Planned,N,Delta Mechanical Ltd,2022-09-20,2022-09-24,2022-09-20,2022-09-24,32.4,34.6,11,5657.0,5958.0,1225.0,1225.0,Y,N,0.0,Labor Productivity
WO-00325,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Repair,Emergent,N,Sterling TAR Contractors,2022-10-04,2022-10-08,2022-10-04,2022-10-11,36.2,61.0,9,3935.0,6405.0,459.0,548.0,N,N,0.0,Scope Growth / Discovery
WO-00326,TAR-2022-FCC,Fluid Catalytic Cracker,Inspection/NDT,Repair,Planned,N,Sterling TAR Contractors,2022-09-16,2022-10-09,2022-09-16,2022-10-16,257.7,336.3,13,51309.0,63557.0,11151.0,11151.0,Y,N,0.0,Labor Productivity
WO-00327,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Repair,Planned,N,Delta Mechanical Ltd,2022-10-11,2022-10-14,2022-10-12,2022-10-16,33.9,42.6,2,6042.0,7134.0,1788.0,1788.0,Y,N,0.0,Permit / Isolation Wait
WO-00328,TAR-2022-FCC,Fluid Catalytic Cracker,Catalyst Handling,Inspection,Planned,Y,Northgate Industrial,2022-09-22,2022-10-05,2022-09-23,2022-10-10,139.9332907436855,177.8,9,16197.0,20315.0,980.0,980.0,Y,N,0.0,Inspection Hold
WO-00329,TAR-2022-FCC,Fluid Catalytic Cracker,Scaffolding,Inspection,Planned,N,Northgate Industrial,2022-10-11,2022-10-18,2022-10-12,2022-10-19,68.5,70.7,4,7264.0,8184.0,2342.0,3104.0,N,N,15.2,On Plan
WO-00330,TAR-2022-FCC,Fluid Catalytic Cracker,Electrical,Replacement,Planned,N,Northgate Industrial,2022-09-20,2022-10-11,2022-09-20,2022-10-11,242.1,242.8,7,36390.0,36474.0,7537.0,7537.0,Y,N,0.0,On Plan
WO-00331,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Inspection,Planned,N,Sterling TAR Contractors,2022-09-21,2022-10-11,2022-09-21,2022-10-16,359.3,447.3,4,62631.0,76530.0,14860.0,17059.0,N,N,0.0,Material Delay
WO-00332,TAR-2022-FCC,Fluid Catalytic Cracker,Scaffolding,Overhaul,Planned,N,In-House Maintenance,2022-10-05,2022-10-11,2022-10-06,2022-10-12,106.7,111.9,5,10917.0,11290.0,3263.0,3263.0,Y,N,0.0,On Plan
WO-00333,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Repair,Planned,N,Northgate Industrial,2022-09-18,2022-10-03,2022-09-18,2022-10-04,278.9,289.8,8,44044.0,45184.0,14885.0,14885.0,Y,N,0.0,On Plan
WO-00334,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Overhaul,Discovery,N,Apex Turnaround Services,2022-09-16,2022-09-19,2022-09-16,2022-09-20,25.8,36.5,5,4234.0,5471.0,1250.0,1250.0,Y,N,0.0,Scope Growth / Discovery
WO-00335,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Inspection,Planned,N,In-House Maintenance,2022-09-22,2022-10-09,2022-09-22,2022-10-10,253.5,269.9,4,44698.0,46975.0,9493.0,9493.0,Y,N,8.0,Safety Stand-down
WO-00336,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Replacement,Planned,Y,Northgate Industrial,2022-09-23,2022-10-02,2022-09-23,2022-10-10,167.4387965039209,312.0,4,22557.0,40654.0,1595.0,1595.0,Y,Y,0.0,Rework / Quality
WO-00337,TAR-2022-FCC,Fluid Catalytic Cracker,Inspection/NDT,Replacement,Emergent,N,Apex Turnaround Services,2022-09-17,2022-09-23,2022-09-17,2022-09-25,77.6,104.7,4,15672.0,19912.0,3531.0,3531.0,Y,N,0.0,Scope Growth / Discovery
WO-00338,TAR-2022-FCC,Fluid Catalytic Cracker,Scaffolding,Repair,Planned,N,Northgate Industrial,2022-09-24,2022-09-27,2022-09-24,2022-09-27,55.1,57.5,11,5010.0,5187.0,932.0,932.0,Y,N,0.0,On Plan
WO-00339,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Inspection,Planned,N,Sterling TAR Contractors,2022-09-24,2022-10-01,2022-09-24,2022-10-03,94.3,124.9,7,12306.0,15932.0,1131.0,1131.0,Y,N,0.0,Permit / Isolation Wait
WO-00340,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Inspection,Planned,N,In-House Maintenance,2022-10-05,2022-10-23,2022-10-05,2022-10-23,170.3,168.5,7,23232.0,23035.0,4513.0,4513.0,Y,N,0.0,On Plan
WO-00341,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Replacement,Planned,N,In-House Maintenance,2022-09-17,2022-09-30,2022-09-17,2022-09-30,112.5,111.0,11,14589.0,14448.0,3975.0,3975.0,Y,N,0.0,On Plan
WO-00342,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Replacement,Planned,N,In-House Maintenance,2022-09-15,2022-09-17,2022-09-15,2022-09-17,20.8,20.5,9,3296.0,3254.0,373.0,373.0,Y,N,0.0,On Plan
WO-00343,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Cleaning,Planned,N,Sterling TAR Contractors,2022-09-25,2022-10-07,2022-09-25,2022-10-10,197.6,255.1,6,19946.0,23861.0,6491.0,6491.0,Y,N,0.0,Labor Productivity
WO-00344,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Repair,Planned,Y,Delta Mechanical Ltd,2022-09-18,2022-10-10,2022-09-18,2022-10-15,282.8533592926178,343.9,9,35590.0,41243.0,9399.0,9399.0,Y,N,0.0,Inspection Hold
WO-00345,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Replacement,Planned,N,Apex Turnaround Services,2022-09-16,2022-09-23,2022-09-16,2022-09-25,137.5,167.4,9,17722.0,21117.0,2106.0,2106.0,Y,N,0.0,Labor Productivity
WO-00346,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Replacement,Planned,Y,Northgate Industrial,2022-09-25,2022-10-01,2022-09-26,2022-10-02,119.20086017568975,93.0,10,12190.0,10485.0,4431.0,4431.0,Y,N,0.0,On Plan
WO-00347,TAR-2022-FCC,Fluid Catalytic Cracker,Catalyst Handling,Replacement,Discovery,N,Northgate Industrial,2022-09-17,2022-09-25,2022-09-17,2022-09-30,74.0,115.7,4,8937.0,13283.0,1224.0,1224.0,Y,N,0.0,Scope Growth / Discovery
WO-00348,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Repair,Planned,N,Delta Mechanical Ltd,2022-09-24,2022-09-28,2022-09-25,2022-09-30,66.5,77.3,3,5074.0,5819.0,484.0,484.0,Y,N,0.0,Inspection Hold
WO-00349,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Overhaul,Planned,N,In-House Maintenance,2022-10-13,2022-10-17,2022-10-14,2022-10-18,36.5,36.1,12,5398.0,5344.0,441.0,441.0,Y,N,0.0,On Plan
WO-00350,TAR-2022-FCC,Fluid Catalytic Cracker,Civil,Replacement,Planned,N,Northgate Industrial,2022-10-12,2022-10-15,2022-10-13,2022-10-16,31.2,34.7,2,3944.0,4237.0,1333.0,1333.0,Y,N,0.0,Inspection Hold
WO-00351,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Cleaning,Planned,N,Northgate Industrial,2022-10-19,2022-10-27,2022-10-19,2022-10-27,132.6,133.8,10,21627.0,21774.0,5323.0,5323.0,Y,N,0.0,On Plan
WO-00352,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Cleaning,Planned,Y,Sterling TAR Contractors,2022-10-06,2022-10-09,2022-10-06,2022-10-10,45.409983467713694,66.9,7,3860.0,5432.0,538.0,538.0,Y,N,0.0,Inspection Hold
WO-00353,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Repair,Planned,N,Apex Turnaround Services,2022-09-21,2022-09-24,2022-09-21,2022-09-25,52.7,64.5,8,7894.0,9381.0,1250.0,1250.0,Y,N,0.0,Inspection Hold
WO-00354,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Cleaning,Discovery,N,Northgate Industrial,2022-09-17,2022-09-20,2022-09-18,2022-09-23,47.9,83.1,8,8666.0,14424.0,1505.0,2000.0,N,Y,0.0,Scope Growth / Discovery
WO-00355,TAR-2022-FCC,Fluid Catalytic Cracker,Scaffolding,Overhaul,Discovery,N,Apex Turnaround Services,2022-10-19,2022-10-23,2022-10-20,2022-10-29,31.0,69.0,2,3100.0,5962.0,766.0,766.0,Y,Y,12.1,Scope Growth / Discovery
WO-00356,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Repair,Emergent,N,Sterling TAR Contractors,2022-09-21,2022-10-07,2022-09-22,2022-10-17,305.3,474.2,3,45232.0,63130.0,12880.0,12880.0,Y,N,0.0,Scope Growth / Discovery
WO-00357,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Overhaul,Planned,N,Northgate Industrial,2022-09-26,2022-10-14,2022-09-27,2022-10-15,174.3,176.9,9,29274.0,29586.0,8363.0,8363.0,Y,N,0.0,On Plan
WO-00358,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Inspection,Planned,Y,In-House Maintenance,2022-10-12,2022-10-19,2022-10-12,2022-10-19,132.37146377976967,119.5,6,17039.0,15751.0,3790.0,3790.0,Y,N,0.0,On Plan
WO-00359,TAR-2022-FCC,Fluid Catalytic Cracker,Civil,Cleaning,Discovery,N,In-House Maintenance,2022-10-03,2022-10-06,2022-10-03,2022-10-07,39.7,57.0,6,4047.0,5484.0,751.0,751.0,Y,N,0.0,Scope Growth / Discovery
WO-00360,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Replacement,Planned,N,Sterling TAR Contractors,2022-10-12,2022-10-14,2022-10-13,2022-10-15,31.7,35.5,6,4966.0,5439.0,1016.0,1016.0,Y,N,0.0,Inspection Hold
WO-00361,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Inspection,Planned,N,Northgate Industrial,2022-09-28,2022-10-14,2022-09-28,2022-10-19,188.6,244.7,10,27751.0,35310.0,2337.0,2337.0,Y,N,0.0,Inspection Hold
WO-00362,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Repair,Planned,N,Sterling TAR Contractors,2022-10-19,2022-11-03,2022-10-20,2022-11-07,226.0,271.5,11,41847.0,48361.0,9492.0,9492.0,Y,N,0.0,Labor Productivity
WO-00363,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Inspection,Discovery,N,Delta Mechanical Ltd,2022-09-18,2022-09-20,2022-09-19,2022-09-23,34.6,63.2,12,5700.0,9475.0,1132.0,1132.0,Y,N,0.0,Scope Growth / Discovery
WO-00364,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Overhaul,Planned,N,Apex Turnaround Services,2022-09-30,2022-10-03,2022-09-30,2022-10-03,49.2,53.2,2,8699.0,9279.0,1565.0,1565.0,Y,N,0.0,Labor Productivity
WO-00365,TAR-2022-FCC,Fluid Catalytic Cracker,Electrical,Overhaul,Emergent,N,Delta Mechanical Ltd,2022-09-18,2022-09-29,2022-09-19,2022-10-14,190.6,426.9,2,32368.0,65351.0,7296.0,9197.0,N,N,0.0,Scope Growth / Discovery
WO-00366,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Inspection,Discovery,N,In-House Maintenance,2022-10-06,2022-10-28,2022-10-06,2022-11-07,334.5,490.1,9,47798.0,67599.0,5232.0,5232.0,Y,N,0.0,Scope Growth / Discovery
WO-00367,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Cleaning,Planned,N,Northgate Industrial,2022-09-19,2022-09-26,2022-09-19,2022-09-26,126.2,125.5,9,16158.0,16090.0,3935.0,3935.0,Y,N,0.0,On Plan
WO-00368,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Cleaning,Planned,N,Apex Turnaround Services,2022-10-14,2022-10-23,2022-10-14,2022-10-24,168.6,184.3,2,23787.0,25632.0,3967.0,3967.0,Y,N,0.0,Labor Productivity
WO-00369,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Replacement,Discovery,N,In-House Maintenance,2022-09-19,2022-10-06,2022-09-19,2022-10-16,193.9,310.7,3,26784.0,41145.0,2942.0,2942.0,Y,N,0.0,Scope Growth / Discovery
WO-00370,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Replacement,Planned,N,Sterling TAR Contractors,2022-09-18,2022-09-20,2022-09-18,2022-09-21,30.4,38.0,8,4210.0,5170.0,371.0,371.0,Y,N,0.0,Permit / Isolation Wait
WO-00371,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Inspection,Planned,N,Apex Turnaround Services,2022-10-09,2022-12-10,2022-10-10,2023-01-07,817.0,1169.6,4,94043.0,127733.0,15983.0,15983.0,Y,Y,0.0,Rework / Quality
WO-00372,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Overhaul,Planned,N,Delta Mechanical Ltd,2022-10-09,2022-10-17,2022-10-09,2022-10-17,89.7,92.6,5,8252.0,8453.0,2032.0,2032.0,Y,N,0.0,On Plan
WO-00373,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Replacement,Planned,N,In-House Maintenance,2022-10-11,2022-10-22,2022-10-12,2022-10-23,111.2,115.1,11,16328.0,16860.0,1166.0,1166.0,Y,N,0.0,On Plan
WO-00374,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Replacement,Emergent,N,In-House Maintenance,2022-09-20,2022-10-03,2022-09-21,2022-10-06,196.1,230.5,11,15098.0,17339.0,2321.0,2321.0,Y,N,0.0,Scope Growth / Discovery
WO-00375,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Inspection,Planned,N,In-House Maintenance,2022-10-11,2022-10-14,2022-10-12,2022-10-15,41.8,35.2,2,7110.0,6193.0,1306.0,1306.0,Y,N,0.0,On Plan
WO-00376,TAR-2022-FCC,Fluid Catalytic Cracker,Civil,Cleaning,Planned,N,Delta Mechanical Ltd,2022-09-17,2022-10-04,2022-09-18,2022-10-08,171.4,205.1,10,16782.0,20174.0,3403.0,4164.0,N,N,0.0,Material Delay
WO-00377,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Cleaning,Planned,N,Sterling TAR Contractors,2022-09-20,2022-09-26,2022-09-21,2022-09-27,58.4,58.8,2,9797.0,9847.0,2393.0,2393.0,Y,N,0.0,On Plan
WO-00378,TAR-2022-FCC,Fluid Catalytic Cracker,Inspection/NDT,Repair,Planned,N,Delta Mechanical Ltd,2022-10-04,2022-10-19,2022-10-05,2022-10-29,300.0,484.1,6,55785.0,84398.0,10215.0,10863.0,N,N,0.0,Material Delay
WO-00379,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Replacement,Planned,N,In-House Maintenance,2022-09-12,2022-09-15,2022-09-13,2022-09-17,53.3,63.8,6,9207.0,10487.0,2713.0,2713.0,Y,N,0.0,Labor Productivity
WO-00380,TAR-2022-FCC,Fluid Catalytic Cracker,Electrical,Inspection,Planned,Y,Apex Turnaround Services,2022-09-12,2022-09-25,2022-09-13,2022-09-26,180.1728614009128,181.0,10,26946.0,27046.0,4999.0,4999.0,Y,N,0.0,On Plan
WO-00381,TAR-2022-FCC,Fluid Catalytic Cracker,Civil,Replacement,Discovery,N,In-House Maintenance,2022-09-16,2022-09-24,2022-09-16,2022-09-27,130.5,179.1,10,12395.0,16537.0,1850.0,2065.0,N,N,0.0,Scope Growth / Discovery
WO-00382,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Inspection,Planned,Y,Northgate Industrial,2022-10-16,2022-10-21,2022-10-16,2022-10-22,72.21392507212119,80.5,5,9770.0,10618.0,2382.0,2382.0,Y,N,0.0,Inspection Hold
WO-00383,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Replacement,Planned,N,In-House Maintenance,2022-09-15,2022-09-21,2022-09-15,2022-09-22,112.6,139.5,13,18325.0,21962.0,3103.0,3103.0,Y,N,0.0,Inspection Hold
WO-00384,TAR-2022-FCC,Fluid Catalytic Cracker,Inspection/NDT,Replacement,Emergent,N,In-House Maintenance,2022-10-14,2022-10-21,2022-10-15,2022-10-29,132.6,269.4,9,23577.0,44878.0,3248.0,3576.0,N,Y,0.0,Scope Growth / Discovery
WO-00385,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Cleaning,Planned,N,Sterling TAR Contractors,2022-10-19,2022-10-20,2022-10-19,2022-10-20,11.7,13.9,2,1724.0,1938.0,585.0,585.0,Y,N,0.0,Labor Productivity
WO-00386,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Replacement,Discovery,N,In-House Maintenance,2022-10-02,2022-10-10,2022-10-03,2022-10-21,64.6,148.3,6,6725.0,14925.0,562.0,777.0,N,N,0.0,Scope Growth / Discovery
WO-00387,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Replacement,Discovery,N,Sterling TAR Contractors,2022-10-08,2022-10-23,2022-10-09,2022-10-24,180.1,183.1,10,23463.0,23779.0,4478.0,4478.0,Y,Y,0.0,On Plan
WO-00388,TAR-2022-FCC,Fluid Catalytic Cracker,Scaffolding,Inspection,Planned,N,Sterling TAR Contractors,2022-10-11,2022-10-18,2022-10-11,2022-10-20,90.4,115.4,9,8671.0,10367.0,2540.0,2540.0,Y,N,0.0,Inspection Hold
WO-00389,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Repair,Emergent,N,Northgate Industrial,2022-10-07,2022-10-20,2022-10-07,2022-10-25,159.8,221.2,2,23459.0,31994.0,4853.0,6239.0,N,N,0.0,Scope Growth / Discovery
WO-00390,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Repair,Planned,N,In-House Maintenance,2022-10-02,2022-10-05,2022-10-03,2022-10-06,46.5,44.0,6,5180.0,4939.0,691.0,691.0,Y,N,0.0,On Plan
WO-00391,TAR-2022-FCC,Fluid Catalytic Cracker,Inspection/NDT,Repair,Planned,N,Northgate Industrial,2022-09-26,2022-10-02,2022-09-26,2022-10-03,59.0,64.1,5,11697.0,12463.0,2830.0,2830.0,Y,N,0.0,Inspection Hold
WO-00392,TAR-2022-FCC,Fluid Catalytic Cracker,Inspection/NDT,Repair,Planned,N,Sterling TAR Contractors,2022-10-11,2022-10-28,2022-10-11,2022-10-31,248.3,298.2,8,51907.0,59812.0,12572.0,12572.0,Y,N,0.0,Labor Productivity
WO-00393,TAR-2022-FCC,Fluid Catalytic Cracker,Inspection/NDT,Repair,Planned,N,Delta Mechanical Ltd,2022-09-30,2022-10-07,2022-10-01,2022-10-09,57.7,69.4,12,9650.0,11375.0,1141.0,1141.0,Y,Y,0.0,Rework / Quality
WO-00394,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Inspection,Emergent,N,Northgate Industrial,2022-10-08,2022-10-10,2022-10-09,2022-10-13,23.3,42.6,13,2642.0,4504.0,394.0,394.0,Y,N,0.0,Scope Growth / Discovery
WO-00395,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Cleaning,Discovery,N,Sterling TAR Contractors,2022-10-08,2022-10-16,2022-10-08,2022-10-23,81.0,147.8,10,12996.0,22154.0,1892.0,1892.0,Y,N,0.0,Scope Growth / Discovery
WO-00396,TAR-2022-FCC,Fluid Catalytic Cracker,Electrical,Inspection,Planned,N,Northgate Industrial,2022-10-17,2022-10-24,2022-10-17,2022-10-25,72.5,77.9,8,11861.0,12559.0,2488.0,2488.0,Y,N,0.0,Permit / Isolation Wait
WO-00397,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Cleaning,Discovery,N,Sterling TAR Contractors,2022-10-10,2022-10-26,2022-10-10,2022-11-03,148.6,221.4,5,18964.0,27932.0,1400.0,1764.0,N,N,0.0,Scope Growth / Discovery
WO-00398,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Replacement,Planned,N,In-House Maintenance,2022-10-08,2022-10-11,2022-10-08,2022-10-11,44.3,43.2,3,5368.0,5243.0,350.0,350.0,Y,N,0.0,On Plan
WO-00399,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Replacement,Planned,N,Northgate Industrial,2022-10-06,2022-10-12,2022-10-06,2022-10-12,48.2,47.7,5,5850.0,5799.0,935.0,935.0,Y,N,0.0,On Plan
WO-00400,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Inspection,Planned,N,Northgate Industrial,2022-09-23,2022-09-28,2022-09-24,2022-09-30,57.7,64.5,9,10254.0,11102.0,3056.0,3056.0,Y,N,0.0,Inspection Hold
WO-00401,TAR-2022-FCC,Fluid Catalytic Cracker,Civil,Replacement,Planned,N,Apex Turnaround Services,2022-10-17,2022-10-31,2022-10-18,2022-11-02,178.5,195.9,9,16726.0,18208.0,1517.0,1517.0,Y,N,0.0,Inspection Hold
WO-00402,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Inspection,Discovery,N,In-House Maintenance,2022-10-18,2022-11-01,2022-10-18,2022-11-09,173.3,268.9,2,18994.0,28660.0,2864.0,3632.0,N,N,0.0,Scope Growth / Discovery
WO-00403,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Overhaul,Planned,N,Northgate Industrial,2022-09-24,2022-10-01,2022-09-25,2022-10-03,66.8,73.6,5,7969.0,8705.0,744.0,744.0,Y,N,0.0,Inspection Hold
WO-00404,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Cleaning,Discovery,N,Apex Turnaround Services,2022-10-11,2022-10-17,2022-10-12,2022-10-26,76.4,181.1,6,14512.0,29138.0,3839.0,3839.0,Y,N,0.0,Scope Growth / Discovery
WO-00405,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Inspection,Emergent,N,Northgate Industrial,2022-10-18,2022-11-09,2022-10-18,2022-11-16,184.9,242.2,11,19678.0,26112.0,6177.0,8427.0,N,N,0.0,Scope Growth / Discovery
WO-00406,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Cleaning,Planned,N,Northgate Industrial,2022-10-08,2022-10-09,2022-10-08,2022-10-09,11.9,15.6,6,1734.0,2203.0,225.0,225.0,Y,Y,0.0,Rework / Quality
WO-00407,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Overhaul,Planned,N,Sterling TAR Contractors,2022-09-12,2022-09-14,2022-09-12,2022-09-15,35.5,46.0,12,5020.0,6354.0,509.0,509.0,Y,Y,0.0,Rework / Quality
WO-00408,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Overhaul,Planned,N,Delta Mechanical Ltd,2022-10-03,2022-10-07,2022-10-04,2022-10-10,62.1,88.0,11,6835.0,9018.0,2339.0,2647.0,N,N,0.0,Material Delay
WO-00409,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Inspection,Planned,N,Delta Mechanical Ltd,2022-10-08,2022-10-23,2022-10-09,2022-10-27,134.1,162.4,9,12023.0,14099.0,2188.0,2188.0,Y,N,5.4,Safety Stand-down
WO-00410,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Inspection,Discovery,N,Delta Mechanical Ltd,2022-10-02,2022-10-17,2022-10-02,2022-10-21,258.6,332.2,10,39159.0,50409.0,3828.0,5023.0,N,N,0.0,Scope Growth / Discovery
WO-00411,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Replacement,Planned,N,In-House Maintenance,2022-10-03,2022-10-06,2022-10-04,2022-10-07,50.9,54.3,4,8686.0,9183.0,1244.0,1244.0,Y,N,0.0,Inspection Hold
WO-00412,TAR-2022-FCC,Fluid Catalytic Cracker,Civil,Replacement,Planned,N,Northgate Industrial,2022-09-18,2022-09-22,2022-09-18,2022-09-22,48.7,46.5,6,5155.0,4970.0,1064.0,1064.0,Y,N,0.0,On Plan
WO-00413,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Repair,Planned,N,Apex Turnaround Services,2022-09-21,2022-09-29,2022-09-21,2022-09-29,101.7,107.2,8,11260.0,11771.0,1812.0,1812.0,Y,N,0.0,Permit / Isolation Wait
WO-00414,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Replacement,Planned,N,Delta Mechanical Ltd,2022-09-14,2022-09-20,2022-09-15,2022-09-25,67.5,115.2,11,10486.0,16759.0,2189.0,2599.0,N,N,0.0,Material Delay
WO-00415,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Repair,Planned,N,In-House Maintenance,2022-09-29,2022-10-09,2022-09-29,2022-10-09,101.7,86.7,5,13207.0,11506.0,1671.0,1671.0,Y,N,0.0,On Plan
WO-00416,TAR-2022-FCC,Fluid Catalytic Cracker,Catalyst Handling,Repair,Planned,N,In-House Maintenance,2022-10-05,2022-10-06,2022-10-06,2022-10-07,25.0,33.1,5,3637.0,4706.0,853.0,1019.0,N,N,0.0,Material Delay
WO-00417,TAR-2022-FCC,Fluid Catalytic Cracker,Electrical,Inspection,Planned,N,Apex Turnaround Services,2022-10-01,2022-10-08,2022-10-02,2022-10-10,117.8,136.4,6,20248.0,22490.0,6048.0,6048.0,Y,N,0.0,Labor Productivity
WO-00418,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Overhaul,Emergent,N,Apex Turnaround Services,2022-10-04,2022-10-14,2022-10-04,2022-10-22,164.4,290.3,2,29629.0,46833.0,7164.0,7164.0,Y,N,0.0,Scope Growth / Discovery
WO-00419,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Overhaul,Planned,N,Delta Mechanical Ltd,2022-10-14,2022-10-20,2022-10-14,2022-10-20,109.7,116.3,11,12917.0,13534.0,2655.0,2655.0,Y,N,0.0,Labor Productivity
WO-00420,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Repair,Planned,N,Sterling TAR Contractors,2022-10-18,2022-10-25,2022-10-19,2022-10-30,77.8,120.1,2,9732.0,14495.0,2049.0,2635.0,N,N,0.0,Material Delay
WO-00421,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Repair,Discovery,N,Sterling TAR Contractors,2022-10-10,2022-10-16,2022-10-10,2022-10-24,78.7,188.5,13,11650.0,23725.0,4015.0,5439.0,N,N,0.0,Scope Growth / Discovery
WO-00422,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Overhaul,Planned,N,In-House Maintenance,2022-09-26,2022-09-28,2022-09-26,2022-09-28,28.0,34.3,6,4504.0,5224.0,1304.0,1304.0,Y,N,0.0,Labor Productivity
WO-00423,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Repair,Planned,N,Northgate Industrial,2022-10-12,2022-10-16,2022-10-12,2022-10-18,33.1,45.9,12,5477.0,7096.0,1293.0,1293.0,Y,Y,0.0,Rework / Quality
